name, left, middle, right, latitude, longitude,time
NDA,9.01728868484,8.55615139008,9.53778028488,53.095823333,-7.91273,07:34:37
NDA,9.25014019012,9.7067117691,9.51495170593,53.095823333,-7.91273,07:34:38
NDA,9.46016311646,9.38254594803,8.99902582169,53.095823333,-7.91273,07:34:39
NDA,9.38254594803,9.63366031647,8.15893411636,53.095823333,-7.91273,07:34:40
NDA,8.44200849533,9.68844890594,9.4419002533,53.095823333,-7.91273,07:34:41
NDA,9.43733453751,9.63366031647,9.53778028488,53.095823333,-7.91273,07:34:41
NDA,8.71138572693,9.74780321121,8.92140865326,53.095823333,-7.91273,07:34:42
NDA,9.36428308487,9.76606607437,10.0947976112,53.095823333,-7.91273,07:34:43
NDA,8.54245424271,9.69301462173,9.55604314804,53.095823333,-7.91273,07:34:44
NDA,9.07664299011,9.51495170593,9.21361446381,53.095823333,-7.91273,07:34:45
NDA,8.51962566376,9.63366031647,8.9031457901,53.095823333,-7.91273,07:34:46
NDA,8.13610553741,9.23187732697,9.65192317963,53.095823333,-7.91273,07:34:47
NDA,8.17719697952,8.83009433746,9.1725230217,53.095823333,-7.91273,07:34:48
NDA,8.57897996902,9.32319164276,9.55604314804,53.095823333,-7.91273,07:34:49
NDA,9.32775735855,9.26840305328,9.5743060112,53.095823333,-7.91273,07:34:50
NDA,9.63366031647,9.78432893753,9.41907167435,53.095823333,-7.91273,07:34:50
NDA,9.38254594803,9.88477468491,9.55604314804,53.095823333,-7.91273,07:34:51
NDA,9.21361446381,9.67018604279,9.47842597961,53.095823333,-7.91273,07:34:52
NDA,8.44657421112,8.9031457901,9.47842597961,53.095823333,-7.91273,07:34:53
NDA,9.49668884277,9.21361446381,9.93956327438,53.095823333,-7.91273,07:34:54
NDA,8.99902582169,9.69301462173,9.61539745331,53.095823333,-7.91273,07:34:55
NDA,8.231985569,9.55604314804,9.04011726379,53.095823333,-7.91273,07:34:56
NDA,8.61550569534,9.61083173752,9.63366031647,53.095823333,-7.91273,07:34:56
NDA,9.40080881119,8.82552862167,8.94423723221,53.095823333,-7.91273,07:34:57
NDA,8.99902582169,9.30949449539,10.1495862007,53.095823333,-7.91273,07:34:58
NDA,8.72964859009,9.61539745331,9.05838012695,53.095823333,-7.91273,07:34:59
NDA,9.40537452698,9.61083173752,9.46016311646,53.095823333,-7.91273,07:35:00
NDA,9.05838012695,9.63366031647,9.65192317963,53.095823333,-7.91273,07:35:01
NDA,8.0995798111,9.68844890594,9.34602022171,53.095823333,-7.91273,07:35:02
NDA,8.56071710587,8.88944864273,9.32319164276,53.095823333,-7.91273,07:35:03
NDA,8.1406712532,9.53778028488,9.53778028488,53.095823333,-7.91273,07:35:03
NDA,8.92597436905,9.36428308487,9.7067117691,53.095823333,-7.91273,07:35:04
NDA,9.23187732697,9.59713459015,8.96250009537,53.095823333,-7.91273,07:35:05
NDA,9.3049287796,9.72954034805,11.2225294113,53.095823333,-7.91273,07:35:06
NDA,8.61550569534,9.59256887436,9.01728868484,53.095823333,-7.91273,07:35:07
NDA,9.38254594803,9.5743060112,9.55147743225,53.095823333,-7.91273,07:35:08
NDA,9.02185440063,9.59256887436,9.34602022171,53.095823333,-7.91273,07:35:09
NDA,8.71595144272,8.84835720062,9.59256887436,53.095823333,-7.91273,07:35:10
NDA,8.57897996902,9.88477468491,10.1313233376,53.095823333,-7.91273,07:35:10
NDA,9.36428308487,9.86194610596,10.1313233376,53.095823333,-7.91273,07:35:11
NDA,8.17719697952,9.41907167435,9.71127748489,53.095823333,-7.91273,07:35:12
NDA,9.38254594803,9.80715751648,10.1678490639,53.095823333,-7.91273,07:35:13
NDA,9.29123163223,9.68844890594,8.96250009537,53.095823333,-7.91273,07:35:14
NDA,9.40080881119,9.63366031647,9.65192317963,53.095823333,-7.91273,07:35:15
NDA,8.7707400322,9.61539745331,8.75247716904,53.095823333,-7.91273,07:35:16
NDA,8.88488292694,9.65192317963,8.88488292694,53.095823333,-7.91273,07:35:17
NDA,7.14077949524,9.47842597961,9.72954034805,53.095823333,-7.91273,07:35:17
NDA,8.5013628006,9.53778028488,9.63366031647,53.095823333,-7.91273,07:35:18
NDA,8.79356861115,9.59256887436,9.13599729538,53.095823333,-7.91273,07:35:19
NDA,9.3049287796,9.47842597961,9.04011726379,53.095823333,-7.91273,07:35:20
NDA,8.57897996902,9.93956327438,9.47842597961,53.095823333,-7.91273,07:35:21
NDA,9.36428308487,9.86194610596,9.40080881119,53.095823333,-7.91273,07:35:22
NDA,9.42363739014,9.88020896912,9.43733453751,53.095823333,-7.91273,07:35:23
NDA,8.98076295853,11.0718607903,8.65203142166,53.095823333,-7.91273,07:35:24
NDA,9.36428308487,9.99891757965,8.56071710587,53.095823333,-7.91273,07:35:25
NDA,8.57897996902,9.89847183228,9.72954034805,53.095823333,-7.91273,07:35:26
NDA,9.0812087059,9.93956327438,9.34602022171,53.095823333,-7.91273,07:35:27
NDA,8.99902582169,9.71127748489,9.13599729538,53.095823333,-7.91273,07:35:27
NDA,9.36428308487,9.99435186386,8.5013628006,53.095823333,-7.91273,07:35:28
NDA,9.19078588486,9.82542037964,8.51962566376,53.095823333,-7.91273,07:35:29
NDA,8.20002555847,9.95782613754,8.40548276901,53.095823333,-7.91273,07:35:30
NDA,8.69312286377,9.36428308487,9.21361446381,53.095823333,-7.91273,07:35:32
NDA,8.67486000061,9.74780321121,8.4100484848,53.095823333,-7.91273,07:35:32
NDA,8.93967151642,8.92140865326,8.7707400322,53.095823333,-7.91273,07:35:33
NDA,8.25481414795,9.25014019012,8.44657421112,53.095823333,-7.91273,07:35:34
NDA,8.57897996902,8.71138572693,8.79356861115,53.095823333,-7.91273,07:35:35
NDA,9.32319164276,9.72954034805,8.36895704269,53.095823333,-7.91273,07:35:36
NDA,9.04011726379,9.55604314804,8.82552862167,53.095823333,-7.91273,07:35:37
NDA,9.36428308487,9.72954034805,9.09490585327,53.095823333,-7.91273,07:35:38
NDA,8.82552862167,9.32319164276,9.07664299011,53.095823333,-7.91273,07:35:39
NDA,8.15893411636,9.50125455856,9.19078588486,53.095823333,-7.91273,07:35:40
NDA,8.15436840057,9.15426015854,9.035551548,53.095823333,-7.91273,07:35:41
NDA,8.29133987427,9.5743060112,9.50125455856,53.095823333,-7.91273,07:35:42
NDA,8.83009433746,8.80726575851,7.16360807419,53.095823333,-7.91273,07:35:42
NDA,9.42363739014,8.86662006378,9.28666591644,53.095823333,-7.91273,07:35:44
NDA,8.15893411636,8.75247716904,9.28666591644,53.095823333,-7.91273,07:35:44
NDA,8.15893411636,8.83009433746,9.34602022171,53.095823333,-7.91273,07:35:45
NDA,7.69779682159,9.15426015854,8.9031457901,53.095823333,-7.91273,07:35:46
NDA,8.65203142166,9.49668884277,8.38721990585,53.095823333,-7.91273,07:35:47
NDA,8.51962566376,8.96250009537,9.51495170593,53.095823333,-7.91273,07:35:48
NDA,8.15893411636,8.7707400322,8.9031457901,53.095823333,-7.91273,07:35:49
NDA,8.44657421112,9.65192317963,9.07664299011,53.095823333,-7.91273,07:35:50
NDA,8.90771150589,9.61539745331,9.05838012695,53.095823333,-7.91273,07:35:51
NDA,8.71138572693,9.42363739014,9.53778028488,53.095823333,-7.91273,07:35:51
NDA,8.80726575851,9.65192317963,9.01728868484,53.095823333,-7.91273,07:35:52
NDA,8.1406712532,9.65192317963,9.65192317963,53.095823333,-7.91273,07:35:53
NDA,8.20002555847,9.93956327438,9.55604314804,53.095823333,-7.91273,07:35:54
NDA,8.15893411636,9.46016311646,9.53778028488,53.095823333,-7.91273,07:35:55
NDA,8.8118314743,9.55604314804,9.62909460068,53.095823333,-7.91273,07:35:56
NDA,9.51951742172,9.47842597961,9.42363739014,53.095823333,-7.91273,07:35:57
NDA,8.73421430588,9.65192317963,8.99902582169,53.095823333,-7.91273,07:35:58
NDA,8.69768857956,9.02185440063,8.98076295853,53.095823333,-7.91273,07:35:58
NDA,8.42374563217,9.21361446381,8.71138572693,53.095823333,-7.91273,07:35:59
NDA,8.38721990585,9.5743060112,9.47842597961,53.095823333,-7.91273,07:36:00
NDA,9.38254594803,9.86194610596,10.1906776428,53.095823333,-7.91273,07:36:01
NDA,8.0995798111,10.5331063271,10.0947976112,53.095823333,-7.91273,07:36:02
NDA,8.9031457901,9.47842597961,8.86662006378,53.095823333,-7.91273,07:36:03
NDA,8.57897996902,9.65192317963,9.23187732697,53.095823333,-7.91273,07:36:04
NDA,8.86662006378,9.68844890594,9.61083173752,53.095823333,-7.91273,07:36:05
NDA,8.08131694794,9.65192317963,9.59256887436,53.095823333,-7.91273,07:36:05
NDA,8.0995798111,9.55604314804,9.02185440063,53.095823333,-7.91273,07:36:06
NDA,8.55615139008,9.61083173752,8.92140865326,53.095823333,-7.91273,07:36:07
NDA,8.15893411636,9.59256887436,9.55604314804,53.095823333,-7.91273,07:36:08
NDA,8.38721990585,9.65192317963,9.59256887436,53.095823333,-7.91273,07:36:09
NDA,8.48309993744,9.5743060112,8.63833427429,53.095823333,-7.91273,07:36:10
NDA,8.94423723221,9.46016311646,9.41907167435,53.095823333,-7.91273,07:36:11
NDA,9.25014019012,9.65192317963,8.78900289536,53.095823333,-7.91273,07:36:12
NDA,8.12240839005,9.65192317963,9.5743060112,53.095823333,-7.91273,07:36:13
NDA,9.01728868484,8.63833427429,9.67018604279,53.095823333,-7.91273,07:36:13
NDA,8.98076295853,9.63366031647,9.11316871643,53.095823333,-7.91273,07:36:14
NDA,7.4695110321,8.9031457901,9.3049287796,53.095823333,-7.91273,07:36:15
NDA,8.94423723221,9.71127748489,10.2226376534,53.095823333,-7.91273,07:36:16
NDA,8.61550569534,9.55604314804,9.4419002533,53.095823333,-7.91273,07:36:17
NDA,8.57897996902,9.68844890594,9.09947156906,53.095823333,-7.91273,07:36:18
NDA,8.61550569534,9.51951742172,9.77063179016,53.095823333,-7.91273,07:36:19
NDA,8.86662006378,8.80726575851,8.86662006378,53.095823333,-7.91273,07:36:20
NDA,9.36428308487,9.7067117691,9.59256887436,53.095823333,-7.91273,07:36:21
NDA,8.57897996902,9.42363739014,9.51495170593,53.095823333,-7.91273,07:36:21
NDA,8.50592851639,8.98076295853,9.51951742172,53.095823333,-7.91273,07:36:22
NDA,8.65203142166,9.4419002533,8.9031457901,53.095823333,-7.91273,07:36:23
NDA,8.31416845322,9.55604314804,10.0902318954,53.095823333,-7.91273,07:36:24
NDA,7.73432254791,9.5743060112,10.035443306,53.095823333,-7.91273,07:36:25
NDA,8.38721990585,9.36428308487,9.76606607437,53.095823333,-7.91273,07:36:26
NDA,8.61550569534,8.80726575851,9.47842597961,53.095823333,-7.91273,07:36:27
NDA,8.0995798111,9.63366031647,10.0765347481,53.095823333,-7.91273,07:36:27
NDA,8.5013628006,9.61539745331,9.05838012695,53.095823333,-7.91273,07:36:28
NDA,7.21839666367,8.7707400322,9.65192317963,53.095823333,-7.91273,07:36:29
NDA,8.36895704269,9.51951742172,9.64735746384,53.095823333,-7.91273,07:36:30
NDA,7.98543691635,8.82552862167,8.88944864273,53.095823333,-7.91273,07:36:31
NDA,8.98076295853,9.49668884277,9.09490585327,53.095823333,-7.91273,07:36:32
NDA,8.21372270584,8.98076295853,9.05838012695,53.095823333,-7.91273,07:36:33
NDA,8.48309993744,8.98076295853,9.4419002533,53.095823333,-7.91273,07:36:34
NDA,8.5013628006,9.4419002533,8.35069417953,53.095823333,-7.91273,07:36:35
NDA,8.52419137955,9.53778028488,9.71127748489,53.095823333,-7.91273,07:36:36
NDA,8.42831134796,9.76606607437,9.67018604279,53.095823333,-7.91273,07:36:37
NDA,8.19545984268,11.186003685,9.46016311646,53.095823333,-7.91273,07:36:37
NDA,8.52419137955,9.67018604279,9.63366031647,53.095823333,-7.91273,07:36:38
NDA,8.46483707428,9.55604314804,9.19078588486,53.095823333,-7.91273,07:36:39
NDA,0.44287443161,9.69301462173,9.5743060112,53.095823333,-7.91273,07:36:40
NDA,8.17719697952,9.38254594803,9.1725230217,53.095823333,-7.91273,07:36:41
NDA,8.63833427429,9.67475175858,9.63366031647,53.095823333,-7.91273,07:36:42
NDA,8.69312286377,9.74780321121,9.68844890594,53.095823333,-7.91273,07:36:43
NDA,9.41907167435,9.25014019012,9.47842597961,53.095823333,-7.91273,07:36:44
NDA,8.56071710587,9.63366031647,9.28666591644,53.095823333,-7.91273,07:36:45
NDA,8.83009433746,8.86662006378,9.11773443222,53.095823333,-7.91273,07:36:46
NDA,8.21372270584,9.51951742172,9.4419002533,53.095823333,-7.91273,07:36:46
NDA,8.46483707428,9.40537452698,9.72954034805,53.095823333,-7.91273,07:36:47
NDA,8.57897996902,10.0537061691,9.61539745331,53.095823333,-7.91273,07:36:48
NDA,8.56071710587,9.82542037964,10.1678490639,53.095823333,-7.91273,07:36:49
NDA,8.33243131638,9.32775735855,9.65192317963,53.095823333,-7.91273,07:36:50
NDA,8.48309993744,9.8436832428,9.76606607437,53.095823333,-7.91273,07:36:51
NDA,8.30960273743,9.34602022171,9.68844890594,53.095823333,-7.91273,07:36:52
NDA,8.44657421112,9.34145450592,9.13143157959,53.095823333,-7.91273,07:36:52
NDA,8.75247716904,9.22731161118,9.67018604279,53.095823333,-7.91273,07:36:53
NDA,8.71595144272,9.82085466385,9.80715751648,53.095823333,-7.91273,07:36:54
NDA,8.69312286377,9.62909460068,9.63366031647,53.095823333,-7.91273,07:36:55
NDA,8.38721990585,9.4419002533,9.51495170593,53.095823333,-7.91273,07:36:56
NDA,8.83009433746,8.72964859009,9.32319164276,53.095823333,-7.91273,07:36:57
NDA,8.86662006378,9.92130041122,10.1084947586,53.095823333,-7.91273,07:36:58
NDA,8.74791145325,9.3049287796,10.186111927,53.095823333,-7.91273,07:36:58
NDA,8.55615139008,9.61539745331,9.59713459015,53.095823333,-7.91273,07:36:59
NDA,8.62007141113,9.55604314804,9.46016311646,53.095823333,-7.91273,07:37:00
NDA,9.59713459015,9.55604314804,9.53778028488,53.095823333,-7.91273,07:37:01
NDA,8.7707400322,9.61539745331,9.61539745331,53.095823333,-7.91273,07:37:02
NDA,8.65659713745,9.19535160065,8.36895704269,53.095823333,-7.91273,07:37:03
NDA,8.231985569,9.04011726379,9.76606607437,53.095823333,-7.91273,07:37:04
NDA,8.46483707428,8.71595144272,9.99891757965,53.095823333,-7.91273,07:37:05
NDA,8.65659713745,8.90771150589,8.99902582169,53.095823333,-7.91273,07:37:06
NDA,9.46016311646,9.61539745331,9.55604314804,53.095823333,-7.91273,07:37:06
NDA,8.9031457901,8.9031457901,8.71138572693,53.095823333,-7.91273,07:37:07
NDA,9.3049287796,9.67018604279,9.1725230217,53.095823333,-7.91273,07:37:08
NDA,9.8436832428,9.38254594803,9.76606607437,53.095823333,-7.91273,07:37:09
NDA,8.67486000061,8.75247716904,8.98076295853,53.095823333,-7.91273,07:37:10
NDA,8.1406712532,10.0902318954,9.47842597961,53.095823333,-7.91273,07:37:11
NDA,8.15893411636,9.99435186386,11.0307693481,53.095823333,-7.91273,07:37:12
NDA,8.9031457901,9.61083173752,9.11773443222,53.095823333,-7.91273,07:37:13
NDA,7.67953395844,9.4419002533,9.59713459015,53.095823333,-7.91273,07:37:14
NDA,8.00369977951,9.36428308487,8.98076295853,53.095823333,-7.91273,07:37:14
NDA,8.15893411636,9.4419002533,8.67486000061,53.095823333,-7.91273,07:37:15
NDA,8.04479122162,9.67018604279,9.09490585327,53.095823333,-7.91273,07:37:16
NDA,8.52419137955,9.65192317963,9.59256887436,53.095823333,-7.91273,07:37:17
NDA,8.0995798111,9.63366031647,8.02196264267,53.095823333,-7.91273,07:37:18
NDA,8.48309993744,8.98076295853,9.34602022171,53.095823333,-7.91273,07:37:19
NDA,7.9626083374,9.13599729538,9.30949449539,53.095823333,-7.91273,07:37:20
NDA,8.40548276901,9.49668884277,9.49668884277,53.095823333,-7.91273,07:37:21
NDA,8.54245424271,9.46016311646,9.02185440063,53.095823333,-7.91273,07:37:22
NDA,8.231985569,9.71127748489,9.4419002533,53.095823333,-7.91273,07:37:23
NDA,8.44657421112,9.68844890594,9.26840305328,53.095823333,-7.91273,07:37:23
NDA,8.98076295853,9.55604314804,9.23187732697,53.095823333,-7.91273,07:37:24
NDA,8.69768857956,9.7067117691,9.72954034805,53.095823333,-7.91273,07:37:25
NDA,8.7707400322,9.61539745331,9.61083173752,53.095823333,-7.91273,07:37:26
NDA,9.5743060112,11.2407922745,17.3497200012,53.095823333,-7.91273,07:37:27
NDA,8.04479122162,9.71127748489,9.49668884277,53.095823333,-7.91273,07:37:28
NDA,8.33243131638,10.035443306,10.2682948112,53.095823333,-7.91273,07:37:29
NDA,8.50592851639,9.63366031647,9.86194610596,53.095823333,-7.91273,07:37:30
NDA,9.40537452698,9.74780321121,9.13143157959,53.095823333,-7.91273,07:37:31
NDA,8.82552862167,8.96250009537,9.15426015854,53.095823333,-7.91273,07:37:31
NDA,9.25014019012,9.67018604279,8.92597436905,53.095823333,-7.91273,07:37:32
NDA,8.88488292694,9.65192317963,9.51951742172,53.095823333,-7.91273,07:37:33
NDA,8.84835720062,9.25014019012,9.82542037964,53.095823333,-7.91273,07:37:34
NDA,8.30960273743,9.59713459015,9.43733453751,53.095823333,-7.91273,07:37:35
NDA,8.08131694794,9.25014019012,9.4419002533,53.095823333,-7.91273,07:37:36
NDA,8.48309993744,9.07664299011,9.63366031647,53.095823333,-7.91273,07:37:37
NDA,7.96717405319,8.51962566376,9.65192317963,53.095823333,-7.91273,07:37:37
NDA,7.98543691635,8.54245424271,9.59256887436,53.095823333,-7.91273,07:37:38
NDA,8.57897996902,9.36428308487,9.05838012695,53.095813333,-7.912731667,07:37:53
NDA,8.12240839005,9.32319164276,9.15426015854,53.095813333,-7.912731667,07:37:54
NDA,8.12240839005,9.99435186386,9.4419002533,53.095813333,-7.912731667,07:37:54
NDA,8.5013628006,9.67018604279,9.38711166382,53.095813333,-7.912731667,07:37:55
NDA,9.38254594803,10.0171804428,10.186111927,53.095813333,-7.912731667,07:37:56
NDA,9.26840305328,9.86194610596,9.43733453751,53.095813333,-7.912731667,07:37:57
NDA,8.34612846375,9.74780321121,9.49668884277,53.095813333,-7.912731667,07:37:58
NDA,8.08131694794,8.98532867432,9.59256887436,53.095813333,-7.912731667,07:37:59
NDA,8.27307701111,9.67018604279,9.61083173752,53.095813333,-7.912731667,07:38:00
NDA,8.71138572693,9.74780321121,9.53778028488,53.095813333,-7.912731667,07:38:00
NDA,8.13610553741,7.86672830582,9.55604314804,53.095813333,-7.912731667,07:38:01
NDA,8.92140865326,9.59256887436,9.61083173752,53.095813333,-7.912731667,07:38:02
NDA,7.65670537949,9.53778028488,9.5743060112,53.095813333,-7.912731667,07:38:03
NDA,8.83009433746,9.4829916954,8.94423723221,53.095813333,-7.912731667,07:38:04
NDA,8.29133987427,9.25014019012,9.59256887436,53.095813333,-7.912731667,07:38:05
NDA,8.71138572693,9.68844890594,9.65192317963,53.095813333,-7.912731667,07:38:06
NDA,8.25024843216,9.49668884277,9.47842597961,53.095813333,-7.912731667,07:38:07
NDA,8.60180854797,9.55604314804,10.3413462639,53.095813333,-7.912731667,07:38:08
NDA,7.71605968475,9.76606607437,9.65192317963,53.095813333,-7.912731667,07:38:08
NDA,8.72964859009,9.36428308487,9.035551548,53.095813333,-7.912731667,07:38:09
NDA,8.25024843216,8.42374563217,7.85303115845,53.095813333,-7.912731667,07:38:10
NDA,7.79367685318,8.04479122162,8.42374563217,53.095813333,-7.912731667,07:38:11
NDA,8.30960273743,8.69768857956,9.74780321121,53.095813333,-7.912731667,07:38:12
NDA,8.59724283218,8.69312286377,9.00359153748,53.095813333,-7.912731667,07:38:13
NDA,8.75247716904,9.29123163223,9.53321456909,53.095813333,-7.912731667,07:38:14
NDA,8.1406712532,9.5743060112,9.36428308487,53.095813333,-7.912731667,07:38:15
NDA,8.86662006378,9.82542037964,8.7707400322,53.095813333,-7.912731667,07:38:16
NDA,8.48309993744,9.55604314804,11.3731980324,53.095813333,-7.912731667,07:38:17
NDA,8.69312286377,9.65192317963,9.4829916954,53.095813333,-7.912731667,07:38:18
NDA,8.67486000061,11.0307693481,9.51495170593,53.095813333,-7.912731667,07:38:18
NDA,8.06305408478,9.51951742172,9.72497463226,53.095813333,-7.912731667,07:38:20
NDA,9.1725230217,9.78432893753,9.71127748489,53.095813333,-7.912731667,07:38:20
NDA,8.72964859009,9.72954034805,9.72497463226,53.095813333,-7.912731667,07:38:21
NDA,9.34602022171,8.92140865326,8.78900289536,53.095813333,-7.912731667,07:38:22
NDA,8.94423723221,9.23187732697,9.47842597961,53.095813333,-7.912731667,07:38:23
NDA,8.17719697952,9.59256887436,9.13599729538,53.095813333,-7.912731667,07:38:24
NDA,8.15893411636,9.5743060112,9.28666591644,53.095813333,-7.912731667,07:38:25
NDA,9.25014019012,9.15426015854,8.98076295853,53.095813333,-7.912731667,07:38:26
NDA,8.15893411636,9.65192317963,9.47842597961,53.095813333,-7.912731667,07:38:26
NDA,8.21372270584,9.36428308487,9.25014019012,53.095813333,-7.912731667,07:38:27
NDA,9.32319164276,9.3049287796,9.63366031647,53.095813333,-7.912731667,07:38:28
NDA,9.34602022171,9.5743060112,9.55604314804,53.095813333,-7.912731667,07:38:29
NDA,9.04011726379,9.59256887436,9.63366031647,53.095813333,-7.912731667,07:38:30
NDA,8.93967151642,9.24557447433,10.3413462639,53.095813333,-7.912731667,07:38:31
